gene,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
RP11-465B22.8,0.04907236025485662,4.021227795192317e-13,4.7245638e-05,0.0,0.009900990099009901,2.3016123489605095e-05,2.116435681680167e-12,0.0,0.0222995272500223
SYTL1,0.04808856885616772,1.130984195185647e-12,4.7245638e-05,0.0,0.009900990099009901,1.8644047858498295e-05,5.921383220867261e-12,0.0,0.0222995272500223
PANK3,0.0480383071163014,1.191713394632643e-12,4.7245638e-05,0.0,0.009900990099009901,3.1915434151643796e-05,6.206840597045016e-12,0.0,0.0222995272500223
SBSPON,0.04799718656900503,1.2436718321851004e-12,4.7245638e-05,0.0,0.009900990099009901,1.3292119621300552e-05,6.443895503549743e-12,0.0,0.0222995272500223
COL27A1,0.04761984341657048,1.8379742172669467e-12,4.7245638e-05,0.0,0.009900990099009901,2.717323536672671e-05,9.47409390343787e-12,0.0,0.0222995272500223
MTHFD2,0.04746855674534703,2.147837463439828e-12,4.7245638e-05,0.0,0.009900990099009901,2.5954081973030336e-05,1.101455109456322e-11,0.0,0.0222995272500223
ENY2,0.04723416888523462,2.73137068518281e-12,4.7245638e-05,0.0,0.009900990099009901,3.0165559879957903e-05,1.3935564720320459e-11,0.0,0.0222995272500223
MICAL1,0.047073609691780066,3.2182034814809413e-12,4.7245638e-05,0.0,0.009900990099009901,3.1468987377069596e-05,1.6336058281629144e-11,0.0,0.0222995272500223
SCN7A,0.046951091162699736,3.645972412869014e-12,4.7245638e-05,0.0,0.009900990099009901,2.8754508458778634e-05,1.841400208519704e-11,0.0,0.0222995272500223
B3GNT7,0.04653716111853717,5.545008896490344e-12,4.7245638e-05,0.0,0.009900990099009901,2.38863441851449e-05,2.786436631402183e-11,0.0,0.0222995272500223
TGFBR2,0.04632681646590037,6.852518552591391e-12,4.7245638e-05,0.0,0.009900990099009901,3.0964551923235674e-05,3.4262592762956956e-11,0.0,0.0222995272500223
SH3BGRL3,0.04631475410794166,6.936007324043203e-12,4.7245638e-05,0.0,0.009900990099009901,2.2931759110458278e-05,3.450749912459305e-11,0.0,0.0222995272500223
TGOLN2,0.04626653722475831,7.279843394769614e-12,4.7245638e-05,0.0,0.009900990099009901,2.3439973108932163e-05,3.603882868697828e-11,0.0,0.0222995272500223
ATP1B1,0.045968816022673095,9.804268508162295e-12,4.7245638e-05,0.0,0.009900990099009901,2.5031989407932396e-05,4.829688920276992e-11,0.0,0.0222995272500223
ATP5F1,0.0459401191072852,1.008870764707126e-11,4.7245638e-05,0.0,0.009900990099009901,2.992122518119035e-05,4.945444925034932e-11,0.0,0.0222995272500223
LAPTM5,0.04584901399237583,1.1046275005810458e-11,4.7245638e-05,0.0,0.009900990099009901,2.386517051377857e-05,5.3884268321026625e-11,0.0,0.0222995272500223
BOC,0.04554210063127422,1.497379997772441e-11,4.7245638e-05,6.294964549624638e-14,0.009900990099009901,3.665244699529914e-05,7.268834940642919e-11,2.66735786001044e-13,0.0222995272500223
SRPX,0.04531087562957519,1.8806511903335377e-11,4.7245638e-05,0.0,0.009900990099009901,2.922969183359382e-05,9.085271450886656e-11,0.0,0.0222995272500223
TSPYL1,0.044845274802287394,2.9658164812929044e-11,4.7245638e-05,0.0,0.009900990099009901,2.5305215933165394e-05,1.4258733083138964e-10,0.0,0.0222995272500223
CXCL10,0.04478770375610091,3.136690907012962e-11,4.7245638e-05,0.0,0.009900990099009901,2.1006530911203626e-05,1.5008090464176854e-10,0.0,0.0222995272500223
JAK1,0.043848635497493765,7.7457817937443e-11,4.7245638e-05,1.4432899320127035e-15,0.009900990099009901,3.102972400232062e-05,3.688467520830619e-10,6.472152161491944e-15,0.0222995272500223
CLSTN1,0.04309481745932775,1.5793277796660732e-10,4.7245638e-05,1.354472090042691e-14,0.009900990099009901,3.058907248162095e-05,7.48496578040793e-10,5.889009087142134e-14,0.0222995272500223
MPZ,0.042373823457586494,3.0876445844540967e-10,4.7245638e-05,3.219646771412954e-15,0.009900990099009901,2.928327241922591e-05,1.4564361247424985e-09,1.4373423086664974e-14,0.0222995272500223
PSMB2,0.04231032175661699,3.2737612620792333e-10,4.7245638e-05,1.1102230246251565e-15,0.009900990099009901,2.7605752548157258e-05,1.536977118347058e-09,5.001004615428633e-15,0.0222995272500223
AGMO,0.0421864007831631,3.6690050997378876e-10,4.7245638e-05,1.3985479441203097e-12,0.009900990099009901,3.537059872930097e-05,1.714488364363499e-09,5.731753869345532e-12,0.0222995272500223
PDE4DIP,0.04208868971670091,4.0131231671125533e-10,4.7245638e-05,1.2545520178264269e-14,0.009900990099009901,2.9216041855300265e-05,1.8665689149360713e-09,5.4783930909450955e-14,0.0222995272500223
PRDM16,0.041922645666621856,4.671412145995646e-10,4.7245638e-05,0.0,0.009900990099009901,2.389254307208735e-05,2.1626908083313176e-09,0.0,0.0222995272500223
PDE5A,0.041697514317867626,5.734462904527504e-10,4.7245638e-05,6.928735363231908e-11,0.009900990099009901,4.1877355784634913e-05,2.642609633422813e-09,2.696005977911248e-10,0.0222995272500223
TNS1,0.04151733765672016,6.751943448790598e-10,4.7245638e-05,4.107825191113079e-15,0.009900990099009901,2.8490631055646886e-05,3.0972217655002744e-09,1.825700084939146e-14,0.0222995272500223
COL21A1,0.040920504424081496,1.154311313200651e-09,4.7245638e-05,3.3306690738754696e-16,0.009900990099009901,2.4862120981290256e-05,5.270827914158224e-09,1.5208534583906254e-15,0.0222995272500223
ZNF330,0.04079638108832385,1.289307438590015e-09,4.7245638e-05,0.0,0.009900990099009901,2.2226604818283178e-05,5.860488357227341e-09,0.0,0.0222995272500223
NUDT17,0.04032027680324546,1.964803320042563e-09,4.7245638e-05,0.0,0.009900990099009901,2.3434384521482356e-05,8.890512760373589e-09,0.0,0.0222995272500223
FHL2,0.04029296678316207,2.0125767719036958e-09,4.7245638e-05,7.438494264988549e-15,0.009900990099009901,2.6554898883870126e-05,9.065661134701333e-09,3.2768697202592724e-14,0.0222995272500223
FGL2,0.040239240459239434,2.1098822688969676e-09,4.7245638e-05,7.771561172376096e-16,0.009900990099009901,2.5585806293572846e-05,9.461355465905683e-09,3.5165435169122607e-15,0.0222995272500223
PCBP4,0.04019224895187693,2.1987320852900893e-09,4.7245638e-05,0.0,0.009900990099009901,2.2639093562872352e-05,9.815768237902184e-09,0.0,0.0222995272500223
PRRX1,0.04008994383123036,2.4049419122817994e-09,4.7245638e-05,0.0,0.009900990099009901,1.5285778873424212e-05,1.0688630721252442e-08,0.0,0.0222995272500223
GPC4,0.04006891376142682,2.4496045192279325e-09,4.7245638e-05,2.220446049250313e-16,0.009900990099009901,2.4977242880785503e-05,1.0838958049681118e-08,1.018553233601061e-15,0.0222995272500223
LGR6,0.03971882304340393,3.323131880783592e-09,4.7245638e-05,4.0234482412415673e-13,0.009900990099009901,2.991380134494056e-05,1.463934749243873e-08,1.6694805980255468e-12,0.0222995272500223
RBM5,0.039342307072165,4.600143599375883e-09,4.7245638e-05,4.15112388907346e-12,0.009900990099009901,3.284981702662633e-05,2.0176068418315278e-08,1.6806169591390527e-11,0.0222995272500223
RP11-572O17.1,0.03885551343758899,6.973915667174424e-09,4.7245638e-05,0.0,0.009900990099009901,1.7594274216862e-05,3.045378020600185e-08,0.0,0.0222995272500223
FAM114A1,0.03884553215270891,7.0333091573004936e-09,4.7245638e-05,7.738254481637341e-14,0.009900990099009901,2.7726531583652624e-05,3.057960503174127e-08,3.265086279171874e-13,0.0222995272500223
ENHO,0.03856110472778034,8.94821716723726e-09,4.7245638e-05,2.4202861936828413e-14,0.009900990099009901,2.5660058852505245e-05,3.873687085384095e-08,1.0477429409882429e-13,0.0222995272500223
GNLY,0.03830021213533469,1.1143555078696465e-08,4.7245638e-05,4.218847493575595e-15,0.009900990099009901,2.5758241481907275e-05,4.8032564994381314e-08,1.866746678573272e-14,0.0222995272500223
LTB,0.038247370402427906,1.1647944830883716e-08,4.7245638e-05,1.4608536602622735e-11,0.009900990099009901,3.3552880436693366e-05,4.999117953168977e-08,5.8201341046305715e-11,0.0222995272500223
RBM24,0.03819202440390363,1.2199982357685712e-08,4.7245638e-05,0.0,0.009900990099009901,1.3852807190627267e-05,5.213667674224663e-08,0.0,0.0222995272500223
PLOD3,0.03794437410299444,1.4997095454383214e-08,4.7245638e-05,5.140332604014475e-14,0.009900990099009901,2.475500826916735e-05,6.381742746546048e-08,2.1873755761763723e-13,0.0222995272500223
MEPCE,0.03770955105461267,1.8218193842400865e-08,4.7245638e-05,5.551115123125783e-16,0.009900990099009901,2.2451838453794037e-05,7.719573662034265e-08,2.5232341468753557e-15,0.0222995272500223
RBM6,0.03738408782421359,2.381246977378737e-08,4.7245638e-05,3.2363001167823313e-13,0.009900990099009901,2.7426320333591905e-05,1.0047455600754165e-07,1.3484583819926381e-12,0.0222995272500223
GOLIM4,0.03666615810212984,4.265795816582596e-08,4.7245638e-05,6.720179968056073e-13,0.009900990099009901,2.6676758351025023e-05,1.7923511834380655e-07,2.7769338710975507e-12,0.0222995272500223
PARP10,0.03554062973059249,1.0415708451283479e-07,4.7245638e-05,1.000088900582341e-12,0.009900990099009901,2.365481502895425e-05,4.358037008905221e-07,4.115592183466424e-12,0.0222995272500223
IQSEC1,0.03543553880289138,1.1306052483117668e-07,4.7245638e-05,2.7422508708241367e-14,0.009900990099009901,2.1783387592129122e-05,4.7108552012990285e-07,1.1816966099014542e-13,0.0222995272500223
CTNND2,0.03457975061010262,2.186412620952538e-07,4.7245638e-05,3.7414515929867775e-14,0.009900990099009901,2.1709340943478936e-05,9.07225153922215e-07,1.5989109371738366e-13,0.0222995272500223
ITM2C,0.034496496809628026,2.329422004176962e-07,4.7245638e-05,9.555645164027737e-11,0.009900990099009901,3.000818380216059e-05,9.625710761061826e-07,3.7037384356696656e-10,0.0222995272500223
COL15A1,0.034399492739249464,2.5074427312254954e-07,4.7245638e-05,8.728571199156931e-10,0.009900990099009901,3.1938784112140016e-05,1.031869436718311e-06,3.3315157248690577e-09,0.0222995272500223
SLCO2A1,0.034286913527178955,2.730512480564329e-07,4.7245638e-05,1.865174681370263e-11,0.009900990099009901,2.6607954303860948e-05,1.119062492034561e-06,7.401486830834377e-11,0.0222995272500223
PTX3,0.034261996471997604,2.7824093085104806e-07,4.7245638e-05,0.0,0.009900990099009901,1.4152178207467769e-05,1.135677268779788e-06,0.0,0.0222995272500223
SNX17,0.03368164047832776,4.298440813288451e-07,4.7245638e-05,1.4487300248333668e-12,0.009900990099009901,2.390482852205542e-05,1.7473336639383948e-06,5.913183774830068e-12,0.0222995272500223
MIB2,0.03365560905734481,4.3824132356373724e-07,4.7245638e-05,5.849119188994223e-09,0.009900990099009901,3.3514364163272594e-05,1.7742563707033897e-06,2.174393750555473e-08,0.0222995272500223
DNAJB11,0.03345516202498657,5.084071403871349e-07,4.7245638e-05,8.878002000223262e-09,0.009900990099009901,3.460415087093507e-05,2.0500287918836085e-06,3.252015384697165e-08,0.0222995272500223
THBS2,0.03332647770764248,5.590242299069459e-07,4.7245638e-05,5.5417115341072076e-11,0.009900990099009901,2.6848815121103523e-05,2.2450772285419515e-06,2.164731068010628e-10,0.0222995272500223
CCDC80,0.03319675722055573,6.149399618404772e-07,4.7245638e-05,6.317613099326991e-12,0.009900990099009901,2.476972817183905e-05,2.4597598473619087e-06,2.5474246368253996e-11,0.0222995272500223
C1QTNF7,0.03313864757776553,6.416981215284778e-07,4.7245638e-05,2.7533531010703882e-14,0.009900990099009901,1.9986132533084206e-05,2.5565662212289953e-06,1.1816966099014542e-13,0.0222995272500223
FASTK,0.03299643645002436,7.119909007924363e-07,4.7245638e-05,1.9700907571973403e-12,0.009900990099009901,2.242535158904027e-05,2.8253607174303027e-06,8.008499012997319e-12,0.0222995272500223
RNPEP,0.032464836867068365,1.0462543151845694e-06,4.7245638e-05,1.0324074928291793e-11,0.009900990099009901,2.3299000309218517e-05,4.135392550136638e-06,4.129629971316717e-11,0.0222995272500223
FAM193B,0.03243411688867283,1.0695981594865955e-06,4.7245638e-05,2.5290880500961066e-13,0.009900990099009901,2.0992560676233555e-05,4.2110163759314785e-06,1.0581958368602956e-12,0.0222995272500223
FOXC1,0.03239368999399245,1.1010814531253743e-06,4.7245638e-05,2.486744143936903e-11,0.009900990099009901,2.4368245468719317e-05,4.317966482844605e-06,9.790331275342139e-11,0.0222995272500223
CCDC28B,0.03237358616054505,1.1170671845306401e-06,4.7245638e-05,2.3426149908800653e-11,0.009900990099009901,2.2919550889110088e-05,4.363543689572813e-06,9.259347790039784e-11,0.0222995272500223
RBM10,0.03209618364970162,1.3617269706278634e-06,4.7245638e-05,2.7922775203137462e-11,0.009900990099009901,2.392956817116306e-05,5.298548523843826e-06,1.0950107922799005e-10,0.0222995272500223
TRA2B,0.03201176721321289,1.4458681523166206e-06,4.7245638e-05,4.1471694967043504e-09,0.009900990099009901,3.2049046446552514e-05,5.604140125258219e-06,1.5474513047404293e-08,0.0222995272500223
GABBR1,0.03196492498395223,1.4946867042953116e-06,4.7245638e-05,1.7092883775049472e-09,0.009900990099009901,3.0014476864042836e-05,5.770991136275334e-06,6.425896156033636e-09,0.0222995272500223
TRNP1,0.031732897256792465,1.7607547135867208e-06,4.7245638e-05,1.1353167295169442e-09,0.009900990099009901,2.8463011159809403e-05,6.772133513795079e-06,4.3167936483534e-09,0.0222995272500223
NES,0.03152187485674236,2.0417035145881e-06,4.7245638e-05,2.450550873334123e-10,0.009900990099009901,2.5601880240882308e-05,7.822618829839464e-06,9.461586383529433e-10,0.0222995272500223
NCF1,0.0313833417556762,2.24898397949147e-06,4.7245638e-05,8.047219224316393e-09,0.009900990099009901,2.9463694856101605e-05,8.583908318669734e-06,2.969453588308632e-08,0.0222995272500223
PKDCC,0.031023914854632385,2.8850163741322987e-06,4.7245638e-05,1.2911572921936454e-09,0.009900990099009901,2.740000003971976e-05,1.0969644008107599e-05,4.890747318915323e-09,0.0222995272500223
RXRB,0.030970584857198443,2.9929502907144467e-06,4.7245638e-05,4.739960646205077e-10,0.009900990099009901,2.6670558374287712e-05,1.1336932919372904e-05,1.8160768759406425e-09,0.0222995272500223
FMO2,0.03093908499992087,3.0585066641553027e-06,4.7245638e-05,1.2650163916383406e-08,0.009900990099009901,3.0141298981118144e-05,1.1541534581718123e-05,4.6168481446654765e-08,0.0222995272500223
IGSF10,0.030520546492338766,4.071054788168382e-06,4.7245638e-05,4.033062772634821e-10,0.009900990099009901,2.5026042710022877e-05,1.5304717248753315e-05,1.5511779894749311e-09,0.0222995272500223
ATP1A2,0.030167548126437346,5.167178465770306e-06,4.7245638e-05,5.356957966107245e-08,0.009900990099009901,3.1035824607421805e-05,1.9352728336218373e-05,1.8796343740727178e-07,0.0222995272500223
SCGN,0.02964451310688408,7.322447908131302e-06,4.7245638e-05,8.440707022216998e-09,0.009900990099009901,2.680590803193619e-05,2.7322566821385452e-05,3.10320111110919e-08,0.0222995272500223
ZAP70,0.029610040120543937,7.4911838191527025e-06,4.7245638e-05,1.3606706872337782e-09,0.009900990099009901,2.5712841413349596e-05,2.7848266985697776e-05,5.134606366919917e-09,0.0222995272500223
F13A1,0.02957186224458371,7.682379258300287e-06,4.7245638e-05,1.0056733223962055e-11,0.009900990099009901,1.9174815600976655e-05,2.8453256512223284e-05,4.0388486843221106e-11,0.0222995272500223
CFP,0.029415003653111102,8.517870936919358e-06,4.7245638e-05,3.0582568810721966e-08,0.009900990099009901,2.856516451855812e-05,3.143125806981313e-05,1.0883476445096784e-07,0.0222995272500223
ANGPTL1,0.02818265822356945,1.8838302479950997e-05,4.7245638e-05,3.127118786139249e-09,0.009900990099009901,2.263730986129577e-05,6.925846499981984e-05,1.1712055378798685e-08,0.0222995272500223
F3,0.028096959605107625,1.988459876500759e-05,4.7245638e-05,7.776193655661956e-08,0.009900990099009901,2.8352639257344473e-05,7.28373581135809e-05,2.6907244483259367e-07,0.0222995272500223
SDC3,0.02804160494604307,2.0589491625311318e-05,4.7245638e-05,2.265921349442479e-07,0.009900990099009901,3.1331033200748224e-05,7.514413001938436e-05,7.603762917592212e-07,0.0222995272500223
SYAP1,0.027868044669602594,2.2956538283436245e-05,4.7245638e-05,2.8516218164575946e-08,0.009900990099009901,2.544377711481311e-05,8.347832103067725e-05,1.0184363630205694e-07,0.0222995272500223
MAP3K6,0.02777126465611694,2.438624688660962e-05,4.7245638e-05,2.55201635934732e-07,0.009900990099009901,2.9150913360595036e-05,8.835596698046963e-05,8.478459665605714e-07,0.0222995272500223
TBC1D14,0.027639104752531056,2.6475419632743247e-05,4.7245638e-05,1.0303152526702775e-06,0.009900990099009901,3.266731115790286e-05,9.557913224817056e-05,3.3129107802902814e-06,0.0222995272500223
MACF1,0.027534178243388586,2.8253717760939878e-05,4.7245638e-05,1.6030173966008476e-08,0.009900990099009901,2.650010836064754e-05,0.00010163207827676214,5.808034045655244e-08,0.0222995272500223
OLFML2A,0.02730619611451076,3.2515201538019234e-05,4.7245638e-05,2.0108296849841167e-07,0.009900990099009901,2.745530909101956e-05,0.00011654194099648469,6.770470319811841e-07,0.0222995272500223
MAB21L2,0.027268031287866087,3.3285518236003675e-05,4.7245638e-05,5.09753534716495e-07,0.019801980198019802,3.0696325937251776e-05,0.00011887685084287026,1.6768208378832073e-06,0.04074481522226297
ZMAT3,0.027110863848784812,3.66435480806393e-05,4.7245638e-05,3.321147291623916e-07,0.009900990099009901,2.9696582243279925e-05,0.00013040408569622524,1.096088215057398e-06,0.0222995272500223
GSTM5,0.027104613768497363,3.6783496399350746e-05,4.7245638e-05,9.81409324474214e-07,0.009900990099009901,3.2662272987298545e-05,0.0001304379304941516,3.1658365305619805e-06,0.0222995272500223
NSA2,0.02696802855743789,3.9971053405474244e-05,4.7245638e-05,2.246187728371929e-06,0.009900990099009901,3.4795383098561224e-05,0.00014124047139743551,7.085765704643309e-06,0.0222995272500223
RGS12,0.026912314705744,4.134481554995961e-05,4.7245638e-05,1.308567268987204e-07,0.009900990099009901,2.649860003606445e-05,0.00014558033644351977,4.4813947568054935e-07,0.0222995272500223
EVA1B,0.026709810444890392,4.672329476029802e-05,4.7245638e-05,7.602413343299474e-08,0.009900990099009901,2.5044519015155214e-05,0.0001639413851238527,2.6397268553123175e-07,0.0222995272500223
FAM160B2,0.026626030356980197,4.913627303693158e-05,4.7245638e-05,1.897053769628343e-08,0.009900990099009901,2.3487242787391554e-05,0.00017180515047878175,6.848569565445281e-08,0.0222995272500223
C5orf56,0.02659636701529211,5.0018468494505974e-05,4.7245638e-05,2.2848708369771487e-07,0.009900990099009901,2.8039612370719854e-05,0.00017428037802963756,7.641708484873407e-07,0.0222995272500223
FRZB,0.026341628201755427,5.8234544467850036e-05,4.7245638e-05,5.777354161740078e-08,0.009900990099009901,2.499477692538149e-05,0.00020220327940225708,2.020053902706321e-07,0.0222995272500223
DBNL,0.02632169686340179,5.8928404394476e-05,4.7245638e-05,1.2767775947608584e-08,0.009900990099009901,2.1549377021993693e-05,0.0002039045134756955,4.642827617312212e-08,0.0222995272500223
PROM1,0.0262694225748417,6.078542448006985e-05,4.7245638e-05,1.8098007281697193e-07,0.009900990099009901,2.5166553570073725e-05,0.00020960491200024088,6.155784789692922e-07,0.0222995272500223
SLC5A9,0.026068647702710696,6.844337336764372e-05,4.7245638e-05,3.1593204719015944e-08,0.009900990099009901,2.3819262626678278e-05,0.0002352005957650987,1.1203264084757428e-07,0.0222995272500223
RABL6,0.026024834030189372,7.023119661664357e-05,4.7245638e-05,1.3058382225539233e-06,0.009900990099009901,2.9907432941034067e-05,0.000240517796632341,4.158720453993387e-06,0.0222995272500223
LDB2,0.02593371561117871,7.409109905998079e-05,4.7245638e-05,1.0488826562848885e-07,0.009900990099009901,2.5194786395979547e-05,0.0002528706452559072,3.616836745809961e-07,0.0222995272500223
GPNMB,0.025834940708053884,7.850053662739054e-05,4.7245638e-05,4.750524595920069e-08,0.009900990099009901,2.2070853778718074e-05,0.00026700862798432156,1.6727199281408695e-07,0.0222995272500223
C1orf21,0.025816192829872374,7.936487665061165e-05,4.7245638e-05,6.139208789335271e-06,0.009900990099009901,3.6501286647275864e-05,0.000268411394601158,1.877433880530664e-05,0.0222995272500223
GPM6B,0.025814361775021395,7.944977280194276e-05,4.7245638e-05,1.9228227121637076e-08,0.009900990099009901,2.1904915299504188e-05,0.000268411394601158,6.91662846102053e-08,0.0222995272500223
ENC1,0.025167188393672078,0.0001154436930971281,4.7245638e-05,1.8592565542707717e-07,0.009900990099009901,2.4364199632365867e-05,0.00038869930335733366,6.30256459074838e-07,0.0222995272500223
SHISA3,0.02510527651962601,0.00011959231498070988,4.7245638e-05,1.2279242443957727e-06,0.009900990099009901,2.8269097923722062e-05,0.00040131649322385865,3.93565462947363e-06,0.0222995272500223
UPK3B,0.025029223315306846,0.00012488000320165504,4.7245638e-05,3.498610967600513e-08,0.009900990099009901,2.2514026693911294e-05,0.0004176588735841306,1.2362582924383438e-07,0.0222995272500223
C1orf53,0.02492451291952547,0.00013251962243099324,4.7245638e-05,3.2002008076847943e-07,0.009900990099009901,2.552778453742297e-05,0.0004417320747699775,1.0596691416174817e-06,0.0222995272500223
MATN2,0.02382796705242634,0.00024356007570758287,4.7245638e-05,5.172869850245121e-07,0.009900990099009901,2.457114076933678e-05,0.0008091696867361558,1.6960229017197117e-06,0.0222995272500223
DNLZ,0.02360128290925691,0.0002753898646369324,4.7245638e-05,1.1040797365247101e-07,0.009900990099009901,2.092358835321879e-05,0.0009118869689964649,3.794088441665671e-07,0.0222995272500223
SPCS3,0.02359227441712374,0.00027673148771012457,4.7245638e-05,5.240846305820668e-07,0.009900990099009901,2.4053805186530675e-05,0.0009133052399674078,1.7126948711832247e-06,0.0222995272500223
ENSA,0.023549904271398633,0.0002831236677230953,4.7245638e-05,5.840556626113269e-07,0.009900990099009901,2.3774646994626694e-05,0.0009313278543522871,1.9024614417307065e-06,0.0222995272500223
LINC00982,0.023419022653527126,0.00030374808400301934,4.7245638e-05,1.26941795342006e-05,0.009900990099009901,2.8557809552988855e-05,0.0009958953573869487,3.755674418402544e-05,0.0222995272500223
RP1-199J3.7,0.02338633648575264,0.0003091126423266921,4.7245638e-05,0.0,0.009900990099009901,5.765652420304278e-06,0.0010101720337473599,0.0,0.0222995272500223
RBM47,0.02323101664255994,0.0003358302738627472,4.7245638e-05,3.7565850883325425e-06,0.009900990099009901,2.7112677456400565e-05,0.0010939096868493395,1.1702757284525053e-05,0.0222995272500223
ASB6,0.023221326690117682,0.00033756627892733704,4.7245638e-05,1.7368717120103128e-07,0.009900990099009901,2.2993710586553166e-05,0.0010959944121017437,5.927889802082979e-07,0.0222995272500223
LRRC14,0.02320458290022677,0.0003405856918785588,4.7245638e-05,4.779588615999586e-06,0.009900990099009901,2.7136505035556807e-05,0.0011022190675681516,1.4797487975230916e-05,0.0222995272500223
ARID1A,0.022992239528298677,0.0003811197743223138,4.7245638e-05,1.2872081553427783e-05,0.009900990099009901,2.9515450999890416e-05,0.0012294186268461736,3.7970742045509685e-05,0.0222995272500223
CLDN11,0.022962517043973032,0.0003871381981130906,4.7245638e-05,9.033995720941768e-06,0.009900990099009901,2.9042496347039323e-05,0.0012448173572768186,2.7210830484764358e-05,0.0222995272500223
ZNF703,0.02290496769562521,0.0003990427654874118,4.7245638e-05,5.009509947306867e-06,0.009900990099009901,2.6170038511656373e-05,0.0012789832227160635,1.5461450454650824e-05,0.0222995272500223
MACC1,0.022843180151390162,0.00041220162349164813,4.7245638e-05,7.3889703244844895e-09,0.009900990099009901,1.6838104287412514e-05,0.0013149177570193143,2.736655675734996e-08,0.0222995272500223
WDR48,0.02284002538293835,0.00041288417570406466,4.7245638e-05,2.521804282062945e-07,0.009900990099009901,2.1836200203115197e-05,0.0013149177570193143,8.40601427354315e-07,0.0222995272500223
PTPRU,0.022650329189727737,0.0004559069143708072,4.7245638e-05,2.8852685028946112e-06,0.009900990099009901,2.364484789670556e-05,0.0014473235376851023,9.044728849199408e-06,0.0222995272500223
CYP26B1,0.022621236655948385,0.0004628611323156395,4.7245638e-05,6.859205481046793e-06,0.009900990099009901,2.7672835449020964e-05,0.0014647504187203782,2.084864887856168e-05,0.0222995272500223
PALLD,0.02222565346096496,0.0005677055878873238,4.7245638e-05,9.094106698581683e-06,0.009900990099009901,2.703146994705221e-05,0.00179086936242058,2.7288632073912067e-05,0.0222995272500223
TOMM70A,0.022192155379874432,0.0005775240188629072,4.7245638e-05,4.37582997447894e-06,0.009900990099009901,2.4145819431248696e-05,0.0018161132668644878,1.3589534082232732e-05,0.0222995272500223
PRKAR1B,0.02208770066935497,0.0006091568126098679,4.7245638e-05,1.8297712606196725e-06,0.009900990099009901,2.3229206645250083e-05,0.0019095824846704322,5.790415381707824e-06,0.0222995272500223
RECK,0.02203143020966119,0.0006268535955608057,4.7245638e-05,8.029115653029884e-05,0.009900990099009901,3.055993133659041e-05,0.0019589174861275177,0.00021937474461830283,0.0222995272500223
ANTXR1,0.022018960551127526,0.0006308389545633952,4.7245638e-05,8.958971203232302e-06,0.009900990099009901,2.644042270830118e-05,0.00196523038804796,2.70663782574994e-05,0.0222995272500223
SLC12A9,0.021850124675987754,0.0006871528661516191,4.7245638e-05,2.3146486780922793e-05,0.009900990099009901,2.711813742034679e-05,0.002134015112272109,6.689736063850519e-05,0.0222995272500223
SEPT7,0.02178720109264114,0.0007093008494393205,4.7245638e-05,6.494826810810039e-07,0.009900990099009901,2.029233079655736e-05,0.0021959778620412396,2.108710003509753e-06,0.0222995272500223
LFNG,0.021736367603208108,0.0007276719224756922,4.7245638e-05,1.912064149978132e-05,0.009900990099009901,2.5252620667396772e-05,0.0022459009952953465,5.574531049498927e-05,0.0222995272500223
WNT6,0.021728133855232746,0.0007306885150495379,4.7245638e-05,7.410121757311927e-07,0.009900990099009901,2.077194069256629e-05,0.0022482723539985782,2.3980976560880024e-06,0.0222995272500223
PROM2,0.021595968193031157,0.0007807141799733852,4.7245638e-05,1.4051733061570815e-06,0.009900990099009901,2.2692482920896854e-05,0.0023948287729244943,4.4608676385939095e-06,0.0222995272500223
RASGEF1C,0.02144827489023915,0.0008403365205655877,4.7245638e-05,4.339866968894324e-05,0.019801980198019802,2.842472668536748e-05,0.0025698364543290143,0.00012259511211565888,0.04074481522226297
C1orf198,0.021426175580475187,0.0008496097228264388,4.7245638e-05,3.6219822893146514e-06,0.009900990099009901,2.2254166746846522e-05,0.0025902735452025573,1.1318694654108286e-05,0.0222995272500223
PLEKHO1,0.021278570433892117,0.0009140006960139946,4.7245638e-05,1.2152990758185211e-05,0.009900990099009901,2.4326222768260185e-05,0.0027781176170638133,3.612440022486649e-05,0.0222995272500223
DEF6,0.020704595361589456,0.0012093304778012515,4.7245638e-05,1.9587278838328892e-05,0.009900990099009901,2.4920052898005622e-05,0.0036646378115189437,5.677472127051853e-05,0.0222995272500223
SERPINE2,0.02047951847840617,0.001347282590184351,4.7245638e-05,0.00012772115320913713,0.009900990099009901,2.8970314373436865e-05,0.004070340151614353,0.0003451923059706409,0.0222995272500223
HNRNPH2,0.02043631377090283,0.0013753540221672633,4.7245638e-05,1.2335123610318632e-06,0.009900990099009901,1.8755289148810563e-05,0.004142632596889347,3.940934060804675e-06,0.0222995272500223
THEMIS2,0.020229074820440725,0.0015175778290875686,4.7245638e-05,9.114403112686631e-06,0.009900990099009901,2.207477351768905e-05,0.00455133710024028,2.7288632073912067e-05,0.0222995272500223
DDX46,0.020225497467742957,0.0015201465914802537,4.7245638e-05,2.7130553854504136e-05,0.009900990099009901,2.598902049187644e-05,0.00455133710024028,7.796136165087396e-05,0.0222995272500223
